r,g,b,h,s,v
26,17,198,243,91,78
21,159,136,170,87,62
130,181,244,213,47,96
67,33,85,279,61,33
132,123,162,254,24,64
159,113,197,273,43,77
210,50,25,8,88,82
224,79,222,301,65,88
178,33,9,9,95,70
92,75,171,251,56,67
206,181,60,50,71,81
106,92,22,50,79,42
197,249,201,125,21,98
147,248,149,121,41,97
119,8,104,308,93,47
2,188,140,165,99,74
118,200,204,183,42,80
171,248,138,102,44,97
67,28,210,253,87,82
211,19,116,330,91,83
76,147,39,99,73,58
203,219,241,215,16,95
48,144,225,207,79,88
202,157,57,41,72,79
13,233,125,151,94,91
115,205,251,200,54,98
186,5,73,337,97,73
15,116,35,132,87,45
77,202,59,112,71,79
13,252,0,117,100,99
50,180,36,114,80,71
157,141,207,255,32,81
142,26,192,282,86,75
33,119,210,211,84,82
132,93,130,303,30,52
82,146,212,210,61,83
32,217,102,143,85,85
252,46,73,352,82,99
164,27,204,286,87,80
149,65,7,25,95,58
25,159,78,144,84,62
143,192,143,120,26,75
222,38,92,342,83,87
230,114,203,314,50,90
146,137,204,248,33,80
23,55,251,232,91,98
135,107,194,259,45,76
8,48,117,218,93,46
144,41,139,303,72,56
135,81,95,344,40,53
32,39,98,234,67,38
126,45,252,263,82,99
253,167,130,18,49,99
30,29,193,240,85,76
57,32,237,247,86,93
248,113,58,17,77,97
16,244,90,139,93,96
32,82,29,117,65,32
133,156,90,81,42,61
144,188,76,84,60,74
63,61,55,45,13,25
231,221,236,280,6,93
8,143,120,170,94,56
195,99,161,321,49,76
253,200,204,355,21,99
7,195,154,167,96,76
210,21,193,305,90,82
69,112,137,202,50,54
26,110,88,164,76,43
25,61,163,224,85,64
6,109,97,173,94,43
48,249,111,139,81,98
196,104,21,28,89,77
5,3,213,241,99,84
7,52,87,206,92,34
201,34,214,296,84,84
63,165,126,157,62,65
49,181,157,169,73,71
42,208,239,189,82,94
206,248,155,87,38,97
135,46,81,336,66,53
131,89,39,33,70,51
53,154,2,100,99,60
201,153,77,37,62,79
22,136,82,152,84,53
241,154,241,300,36,95
87,34,221,257,85,87
122,24,67,334,80,48
155,51,83,342,67,61
109,190,166,162,43,75
128,47,251,264,81,98
158,49,22,12,86,62
200,28,140,321,86,78
26,172,124,160,85,67
140,174,32,74,82,68
155,217,155,120,29,85
73,222,238,186,69,93
6,144,73,149,96,56
18,178,135,164,90,70
217,9,80,340,96,85
80,18,242,257,93,95
81,100,114,205,29,45
6,26,252,235,98,99
248,95,89,2,64,97
173,113,149,324,35,68
143,85,202,270,58,79
116,113,62,57,47,45
221,181,110,38,50,87
121,34,228,267,85,89
225,197,182,21,19,88
12,19,16,154,37,7
92,237,21,100,91,93
246,80,30,14,88,96
46,175,240,200,81,94
218,232,156,71,33,91
63,228,124,142,72,89
215,12,26,356,94,84
33,152,48,128,78,60
209,24,240,291,90,94
133,144,138,147,8,56
233,159,231,302,32,91
111,191,151,150,42,75
62,121,246,221,75,96
224,188,115,40,49,88
205,19,92,336,91,80
25,23,79,242,71,31
189,155,18,48,90,74
245,28,65,350,89,96
25,238,98,141,89,93
199,254,236,160,22,100
144,39,48,355,73,56
27,252,60,129,89,99
19,45,73,211,74,29
112,73,218,256,67,85
84,112,94,141,25,44
151,86,221,269,61,87
112,169,53,89,69,66
199,118,23,32,88,78
159,85,176,289,52,69
18,220,177,167,92,86
182,166,96,49,47,71
53,196,84,133,73,77
216,86,254,286,66,100
182,195,107,69,45,76
253,233,218,26,14,99
124,17,117,304,86,49
25,222,210,176,89,87
213,143,168,339,33,84
83,33,176,261,81,69
98,142,184,209,47,72
155,186,136,97,27,73
101,219,221,181,54,87
25,182,144,165,86,71
2,11,221,238,99,87
52,25,18,12,65,20
182,101,68,17,63,71
175,196,219,211,20,86
221,121,21,30,90,87
6,40,141,225,96,55
149,243,95,98,61,95
42,139,251,212,83,98
218,141,152,351,35,85
177,236,249,191,29,98
65,12,57,309,82,25
40,125,210,210,81,82
213,158,109,28,49,84
241,120,148,346,50,95
106,172,13,85,92,67
192,43,44,360,78,75
21,251,68,132,92,98
66,252,160,150,74,99
74,9,52,320,88,29
247,94,63,10,74,97
129,251,113,113,55,98
33,39,210,238,84,82
164,50,143,311,70,64
186,237,15,74,94,93
116,150,22,76,85,59
107,103,199,242,48,78
6,254,200,167,98,100
21,220,230,183,91,90
66,157,143,171,58,62
172,77,0,27,100,67
185,168,41,53,78,73
146,111,44,39,70,57
0,82,87,183,100,34
86,10,206,263,95,81
214,126,130,357,41,84
94,246,175,152,62,96
223,128,4,34,98,87
14,0,151,246,100,59
200,151,70,37,65,78
39,210,90,138,81,82
16,179,217,191,93,85
109,92,203,249,55,80
249,43,38,1,85,98
70,164,134,161,57,64
212,170,227,284,25,89
72,203,152,157,65,80
45,123,46,121,63,48
242,90,246,298,63,96
219,32,208,304,85,86
225,253,73,69,71,99
181,65,254,277,74,100
46,3,125,261,98,49
244,245,225,63,8,96
10,157,117,164,94,62
240,81,194,317,66,94
105,145,139,171,28,57
231,60,56,1,76,91
16,238,38,126,93,93
87,45,114,277,61,45
1,188,3,121,99,74
147,198,100,91,49,78
146,5,145,300,97,57
177,195,8,66,96,76
120,11,62,332,91,47
190,1,24,353,99,75
53,107,17,96,84,42
83,252,74,117,71,99
229,247,12,65,95,97
115,21,129,292,84,51
88,36,20,14,77,35
61,23,13,12,79,24
179,83,33,21,82,70
141,185,0,74,100,73
123,164,243,219,49,95
14,64,68,184,79,27
211,131,67,27,68,83
253,104,232,308,59,99
204,67,139,328,67,80
213,149,13,41,94,84
135,135,190,240,29,75
223,141,176,334,37,87
226,0,134,324,100,89
165,202,54,75,73,79
181,111,169,310,39,71
171,163,214,249,24,84
155,194,161,129,20,76
134,234,1,86,100,92
11,84,175,213,94,69
221,7,12,359,97,87
249,8,43,351,97,98
144,70,221,269,68,87
98,169,187,192,48,73
93,226,162,151,59,89
211,119,0,34,100,83
187,35,221,289,84,87
184,120,177,307,35,72
211,251,45,72,82,98
226,86,67,7,70,89
5,78,166,213,97,65
127,147,121,106,18,58
172,215,250,207,31,98
172,221,6,74,97,87
31,111,146,198,79,57
190,34,238,286,86,93
132,6,207,278,97,81
66,26,233,252,89,91
119,211,128,126,44,83
210,86,82,2,61,82
167,83,76,5,54,65
83,235,76,117,68,92
198,134,188,309,32,78
45,145,98,152,69,57
163,221,49,80,78,87
121,7,221,272,97,87
229,58,233,299,75,91
35,178,102,148,80,70
142,251,171,136,43,98
101,237,170,150,57,93
51,151,56,123,66,59
217,190,189,2,13,85
2,139,227,203,99,89
77,46,49,354,40,30
142,11,253,272,96,99
222,149,195,322,33,87
107,29,7,13,93,42
59,21,209,252,90,82
112,54,114,298,53,45
100,13,106,296,88,42
103,87,180,250,52,71
49,59,6,71,90,23
92,130,109,147,29,51
193,199,228,230,15,89
230,168,3,44,99,90
191,251,5,75,98,98
239,69,226,305,71,94
108,245,26,98,89,96
135,119,59,47,56,53
135,108,197,258,45,77
221,135,202,313,39,87
178,249,81,85,67,98
86,3,34,338,97,34
243,226,122,52,50,95
9,31,125,229,93,49
219,213,9,58,96,86
99,229,71,109,69,90
36,249,142,150,86,98
114,228,247,189,54,97
140,159,71,73,55,62
221,57,214,303,74,87
53,42,246,243,83,96
143,220,110,102,50,86
47,169,141,166,72,66
115,113,137,245,18,54
60,47,211,245,78,83
168,106,167,301,37,66
142,60,36,14,75,56
194,135,184,310,30,76
87,84,241,241,65,95
114,133,168,219,32,66
105,74,102,306,30,41
165,247,161,117,35,97
42,132,163,195,74,64
116,69,55,14,53,45
78,175,51,107,71,69
42,48,29,79,40,19
221,36,0,10,100,87
124,227,90,105,60,89
10,222,131,154,95,87
176,221,173,116,22,87
162,218,228,189,29,89
218,185,64,47,71,85
71,102,229,228,69,90
210,42,77,348,80,82
64,200,176,169,68,78
92,10,6,3,93,36
230,234,233,165,2,92
183,120,92,18,50,72
207,78,55,9,73,81
134,24,217,274,89,85
8,142,12,122,94,56
209,102,32,24,85,82
128,223,7,86,97,87
70,154,243,211,71,95
149,8,142,303,95,58
186,77,151,319,59,73
36,3,166,252,98,65
184,181,96,58,48,72
11,79,228,221,95,89
221,146,116,17,48,87
6,97,36,140,94,38
234,176,98,34,58,92
124,7,160,286,96,63
44,153,197,197,78,77
91,44,214,257,79,84
83,216,45,107,79,85
52,54,204,239,75,80
160,172,24,65,86,67
101,152,56,92,63,60
19,231,223,178,92,91
160,33,78,339,79,63
39,245,15,114,94,96
244,68,210,312,72,96
168,138,7,49,96,66
8,33,119,226,93,47
181,184,214,235,15,84
192,244,212,143,21,96
19,95,154,206,88,60
251,99,153,339,61,98
205,252,167,93,34,99
194,172,93,47,52,76
137,99,31,38,77,54
250,34,207,312,86,98
249,177,56,38,78,98
190,159,223,269,29,87
174,254,181,125,31,100
94,60,160,260,63,63
214,224,97,65,57,88
183,251,157,103,37,98
124,27,56,342,78,49
80,210,241,192,67,95
129,138,227,234,43,89
116,165,78,94,53,65
237,98,66,11,72,93
198,188,222,258,15,87
70,37,165,255,78,65
151,144,149,317,5,59
132,34,161,286,79,63
105,124,34,73,73,49
56,112,4,91,96,44
235,2,168,317,99,92
49,21,114,258,82,45
237,240,78,61,68,94
37,43,227,238,84,89
251,60,48,4,81,98
73,193,37,106,81,76
245,47,241,301,81,96
60,126,250,219,76,98
88,58,104,279,44,41
112,175,208,201,46,82
167,118,35,38,79,65
155,194,72,79,63,76
140,125,52,50,63,55
128,127,52,59,59,50
236,3,32,353,99,93
96,144,54,92,63,56
177,20,145,312,89,69
195,146,28,42,86,76
111,62,21,27,81,44
118,236,68,102,71,93
139,214,214,180,35,84
133,46,206,273,78,81
165,56,246,274,77,96
1,167,102,157,99,65
177,42,107,331,76,69
249,38,48,357,85,98
102,204,54,101,74,80
132,171,107,97,37,67
20,140,241,207,92,95
147,134,110,39,25,58
200,179,193,320,11,78
210,229,94,68,59,90
3,170,24,128,98,67
247,211,74,48,70,97
118,187,179,173,37,73
33,13,108,253,88,42
120,16,89,318,87,47
123,101,204,253,50,80
230,201,125,43,46,90
110,54,239,258,77,94
192,68,166,313,65,75
39,81,13,97,84,32
102,218,163,152,53,85
29,22,184,243,88,72
240,28,151,325,88,94
180,186,46,63,75,73
229,30,197,310,87,90
235,117,183,326,50,92
92,27,169,267,84,66
147,77,202,274,62,79
128,8,252,270,97,99
146,52,189,281,72,74
84,131,28,87,79,51
17,135,83,154,87,53
18,201,231,188,92,91
68,102,249,229,73,98
132,108,214,254,50,84
146,21,245,273,91,96
253,91,200,320,64,99
237,74,1,19,100,93
3,122,145,190,98,57
17,149,52,136,89,58
244,89,141,340,64,96
6,183,235,194,97,92
116,162,91,99,44,64
50,127,216,212,77,85
157,222,64,85,71,87
57,124,146,195,61,57
121,182,59,90,68,71
141,45,128,308,68,55
114,18,253,265,93,99
95,123,78,97,37,48
216,231,252,215,14,99
108,218,114,123,50,85
62,125,110,166,50,49
108,180,56,95,69,71
204,39,202,301,81,80
221,107,216,303,52,87
224,10,35,353,96,88
74,134,10,89,93,53
132,107,82,30,38,52
31,216,31,120,86,85
136,72,93,340,47,53
244,37,236,302,85,96
62,50,120,250,58,47
177,186,84,65,55,73
203,30,29,0,86,80
11,47,177,227,94,69
69,150,173,193,60,68
12,198,121,155,94,78
231,194,96,44,58,91
225,103,82,9,64,88
217,5,135,323,98,85
166,80,231,274,65,91
91,109,153,223,41,60
212,189,132,43,38,83
93,68,211,250,68,83
2,3,108,239,98,42
225,239,1,64,100,94
145,112,174,272,36,68
177,46,19,10,89,69
243,132,83,18,66,95
189,15,11,1,94,74
217,76,106,347,65,85
81,36,236,253,85,93
122,99,88,19,28,48
248,158,212,324,36,97
48,29,200,247,86,78
164,171,20,63,88,67
63,221,136,148,71,87
144,153,206,231,30,81
212,57,202,304,73,83
239,219,187,37,22,94
61,152,207,203,71,81
50,28,176,249,84,69
159,126,224,260,44,88
186,79,75,2,60,73
42,15,139,253,89,55
3,150,241,203,99,95
25,40,241,236,90,95
64,157,71,125,59,62
14,72,235,224,94,92
141,95,254,257,63,100
209,246,42,71,83,96
49,161,202,196,76,79
12,81,33,138,85,32
237,77,104,350,68,93
254,240,140,53,45,100
131,122,144,265,15,56
55,91,53,117,42,36
216,41,243,292,83,95
37,188,200,184,82,78
214,205,235,258,13,92
230,214,194,33,16,90
45,109,222,218,80,87
170,99,167,303,42,67
111,107,237,242,55,93
110,4,166,279,98,65
172,241,86,87,64,95
160,85,108,342,47,63
6,66,154,216,96,60
244,27,91,342,89,96
162,54,164,299,67,64
77,184,116,142,58,72
51,233,14,110,94,91
13,94,191,213,93,75
129,228,156,136,43,89
212,95,83,6,61,83
18,210,121,152,91,82
230,217,249,264,13,98
164,39,194,288,80,76
105,75,166,260,55,65
61,32,66,291,52,26
80,236,93,125,66,93
158,2,216,284,99,85
19,104,27,126,82,41
67,4,76,292,95,30
92,135,49,90,64,53
28,45,63,211,56,25
78,164,233,207,67,91
187,248,94,84,62,97
189,26,34,357,86,74
168,226,86,85,62,89
238,147,5,37,98,93
3,82,251,221,99,98
21,77,146,213,86,57
95,112,184,229,48,72
49,242,43,118,82,95
120,197,87,102,56,77
43,147,178,194,76,70
216,6,31,353,97,85
196,143,176,323,27,77
7,247,181,164,97,97
133,57,250,264,77,98
206,89,98,355,57,81
219,148,127,14,42,86
18,253,119,146,93,99
4,55,232,227,98,91
125,27,248,267,89,97
14,216,35,126,94,85
90,185,26,96,86,73
63,51,193,245,74,76
68,37,219,250,83,86
191,94,101,356,51,75
224,207,74,53,67,88
1,103,182,206,99,71
245,207,107,43,56,96
59,98,52,111,47,38
211,224,198,90,12,88
152,1,164,296,99,64
93,46,228,255,80,89
47,127,44,118,65,50
75,3,31,337,96,29
51,222,247,188,79,97
54,114,98,164,53,45
44,83,16,95,81,33
157,82,163,296,50,64
125,225,245,190,49,96
73,217,148,151,66,85
55,5,134,263,96,53
125,16,83,323,87,49
130,147,91,78,38,58
3,120,9,123,98,47
129,247,77,102,69,97
33,128,30,118,77,50
145,164,87,75,47,64
53,79,104,209,49,41
72,50,163,252,69,64
68,111,193,219,65,76
214,252,206,110,18,99
171,76,148,315,56,67
171,74,198,287,63,78
108,229,37,98,84,90
69,217,183,166,68,85
47,22,171,250,87,67
37,1,219,250,100,86
22,146,109,162,85,57
66,13,158,262,92,62
18,101,171,207,89,67
197,230,185,104,20,90
238,131,49,26,79,93
191,194,152,64,22,76
0,34,31,175,100,13
247,76,68,3,72,97
77,254,81,121,70,100
141,84,44,25,69,55
14,71,144,214,90,56
136,13,42,346,90,53
190,179,196,279,9,77
220,3,226,298,99,89
9,100,155,203,94,61
173,32,87,337,82,68
190,47,32,6,83,75
225,129,2,34,99,88
177,248,238,172,29,97
150,229,83,92,64,90
195,179,101,50,48,76
174,72,27,18,84,68
54,117,109,172,54,46
222,146,139,5,37,87
11,25,231,236,95,91
234,213,29,54,88,92
74,24,2,18,97,29
243,168,43,37,82,95
253,157,1,37,100,99
69,225,197,169,69,88
88,209,233,190,62,91
221,162,76,36,66,87
100,42,167,268,75,65
182,127,241,269,47,95
33,168,92,146,80,66
144,52,112,321,64,56
240,214,244,292,12,96
205,95,40,20,80,80
11,213,194,174,95,84
177,198,35,68,82,78
180,246,167,110,32,96
74,29,227,254,87,89
179,115,30,34,83,70
132,130,41,59,69,52
75,97,30,80,69,38
173,235,50,80,79,92
195,73,215,292,66,84
227,161,156,4,31,89
185,134,132,2,29,73
53,229,105,138,77,90
243,160,182,344,34,95
57,10,102,271,90,40
149,70,242,268,71,95
160,43,24,8,85,63
103,138,133,171,25,54
0,242,115,149,100,95
145,117,72,37,50,57
241,113,201,319,53,95
98,3,77,313,97,38
96,87,226,244,62,89
7,121,240,211,97,94
225,150,253,284,41,99
64,72,169,235,62,66
71,50,89,272,44,35
192,105,98,4,49,75
20,139,165,191,88,65
131,30,142,294,79,56
167,127,134,349,24,65
165,149,46,52,72,65
50,207,34,114,84,81
71,44,189,251,77,74
123,148,81,82,45,58
167,186,178,155,10,73
96,106,221,235,57,87
78,145,164,193,52,64
193,37,101,335,81,76
254,27,15,3,94,100
199,49,233,289,79,91
212,226,145,70,36,89
89,87,4,59,96,35
66,167,214,199,69,84
214,152,241,282,37,95
8,40,219,231,96,86
175,132,127,6,27,69
110,140,107,115,24,55
31,174,177,181,82,69
92,202,93,121,54,79
231,87,72,6,69,91
88,254,175,151,65,100
165,11,243,280,95,95
103,149,164,195,37,64
47,160,174,187,73,68
6,83,194,215,97,76
20,68,191,223,90,75
156,80,235,269,66,92
188,82,206,291,60,81
214,124,87,17,59,84
84,74,100,263,26,39
143,213,7,80,97,84
83,47,132,265,64,52
140,230,68,93,70,90
198,49,21,9,89,78
82,13,221,260,94,87
162,44,170,296,74,67
105,136,134,176,23,53
207,2,140,320,99,81
180,249,131,95,47,98
182,218,143,89,34,85
182,174,93,55,49,71
236,221,220,4,7,93
37,126,60,136,71,49
218,44,156,321,80,85
7,22,191,235,96,75
144,216,134,113,38,85
241,97,173,328,60,95
189,156,130,26,31,74
174,227,194,143,23,89
248,231,159,49,36,97
130,171,21,76,88,67
229,187,57,45,75,90
61,235,87,129,74,92
233,248,226,101,9,97
253,13,56,349,95,99
206,72,1,21,100,81
235,22,182,315,91,92
158,24,138,309,85,62
216,122,149,343,44,85
70,167,31,103,81,65
243,145,201,326,40,95
166,14,227,283,94,89
194,145,9,44,95,76
230,133,107,13,53,90
234,182,23,45,90,92
14,102,82,166,86,40
227,19,243,296,92,95
67,197,137,152,66,77
58,69,31,77,55,27
248,234,98,54,60,97
146,127,58,47,60,57
242,133,55,25,77,95
201,184,28,54,86,79
207,85,74,5,64,81
108,159,108,120,32,62
248,127,143,352,49,97
61,213,76,126,71,84
185,244,66,80,73,96
18,214,60,133,92,84
96,21,124,284,83,49
150,46,214,277,79,84
250,164,28,37,89,98
122,217,33,91,85,85
30,182,60,132,84,71
158,34,34,0,78,62
247,233,163,50,34,97
202,95,91,2,55,79
249,117,68,16,73,98
61,80,170,230,64,67
227,237,59,63,75,93
110,139,94,99,32,55
134,88,15,37,89,53
116,230,125,125,50,90
75,102,164,222,54,64
125,58,189,271,69,74
32,54,48,164,41,21
78,174,99,133,55,68
236,46,15,8,94,93
18,168,121,161,89,66
75,92,1,71,99,36
59,126,218,215,73,85
233,27,152,324,88,91
99,118,67,82,43,46
220,91,110,351,59,86
230,15,103,335,93,90
151,148,87,57,42,59
0,73,180,216,100,71
32,148,214,202,85,84
220,56,158,323,75,86
175,224,241,195,27,95
135,126,86,49,36,53
207,27,128,326,87,81
193,100,28,26,85,76
51,227,231,181,78,91
161,32,36,358,80,63
209,213,85,62,60,84
76,26,239,254,89,94
87,185,253,205,66,99
102,21,2,11,98,40
249,110,153,341,56,98
35,227,202,172,85,89
29,64,195,227,85,76
130,247,198,155,47,97
90,95,180,237,50,71
221,213,150,53,32,87
54,214,130,149,75,84
123,170,113,109,34,67
14,17,192,239,93,75
65,89,138,220,53,54
159,144,47,52,70,62
41,84,97,194,58,38
132,3,190,281,98,75
159,212,109,91,49,83
26,197,181,174,87,77
27,77,163,218,83,64
2,90,2,120,98,35
164,231,217,167,29,91
230,201,78,49,66,90
175,237,31,78,87,93
96,175,77,108,56,69
112,252,181,150,56,99
98,151,159,188,38,62
246,195,154,27,37,96
60,59,212,240,72,83
186,170,105,48,44,73
28,149,122,167,81,58
123,219,31,91,86,86
184,43,173,305,77,72
250,110,50,18,80,98
118,253,133,127,53,99
207,112,9,31,96,81
229,47,199,310,79,90
52,180,252,202,79,99
169,211,254,210,33,100
249,243,138,57,45,98
216,147,135,9,38,85
76,202,136,149,62,79
147,85,168,285,49,66
207,198,109,54,47,81
157,184,179,169,15,72
16,41,29,151,61,16
23,25,205,239,89,80
189,231,29,72,87,91
138,3,31,348,98,54
19,157,123,165,88,62
59,189,40,112,79,74
17,121,185,203,91,73
223,153,250,283,39,98
133,182,59,84,68,71
199,39,164,313,80,78
50,121,193,210,74,76
166,225,132,98,41,88
244,19,204,311,92,96
116,178,69,94,61,70
129,250,13,91,95,98
26,232,244,183,89,96
102,175,234,207,56,92
38,90,168,216,77,66
72,126,153,200,53,60
32,23,100,247,77,39
78,82,40,66,51,32
185,18,161,309,90,73
18,3,247,244,99,97
247,90,244,301,64,97
168,23,136,313,86,66
110,112,21,61,81,44
79,137,108,150,42,54
79,43,174,256,75,68
66,127,232,218,72,91
196,105,24,28,88,77
17,144,17,120,88,56
227,138,63,27,72,89
121,97,205,253,53,80
216,1,154,317,100,85
250,207,129,39,48,98
205,9,222,295,96,87
220,78,130,338,65,86
32,209,242,189,87,95
250,117,232,308,53,98
94,14,213,264,93,84
151,93,214,269,57,84
187,249,52,79,79,98
161,248,73,90,71,97
233,129,196,321,45,91
209,58,121,335,72,82
202,39,114,332,81,79
172,233,246,191,30,96
29,81,68,165,64,32
114,104,207,246,50,81
98,74,130,266,43,51
163,174,20,64,89,68
77,210,216,183,64,85
67,95,85,159,29,37
199,3,58,343,98,78
122,38,220,268,83,86
184,225,177,111,21,88
193,198,186,85,6,78
159,222,113,95,49,87
124,123,134,245,8,53
28,226,77,135,88,89
196,90,1,27,99,77
218,98,225,297,56,88
189,30,115,328,84,74
156,214,1,76,100,84
130,78,14,33,89,51
108,160,233,215,54,91
208,50,233,292,79,91
158,157,167,246,6,65
212,1,44,348,100,83
77,221,105,132,65,87
247,40,218,308,84,97
209,66,194,306,68,82
13,39,165,230,92,65
236,103,63,14,73,93
81,252,63,114,75,99
56,205,119,145,73,80
166,118,215,270,45,84
220,97,158,330,56,86
224,107,184,321,52,88
122,113,205,246,45,80
143,2,98,319,99,56
39,43,223,239,83,87
142,192,179,164,26,75
229,64,209,307,72,90
94,72,54,27,43,37
64,157,86,134,59,62
16,16,210,240,92,82
239,244,180,65,26,96
56,236,147,150,76,93
119,53,82,334,55,47
127,36,21,8,83,50
81,149,122,156,46,58
181,222,133,88,40,87
209,86,80,3,62,82
152,78,77,1,49,60
160,2,72,333,99,63
98,79,9,47,91,38
239,208,160,36,33,94
171,225,95,85,58,88
244,98,191,322,60,96
234,36,20,4,91,92
197,100,160,323,49,77
133,13,195,280,93,76
86,212,48,106,77,83
65,47,12,40,82,25
6,64,208,223,97,82
118,233,20,92,91,91
205,119,216,293,45,85
214,162,242,279,33,95
242,126,15,29,94,95
126,167,20,77,88,65
15,151,253,206,94,99
122,54,164,277,67,64
234,234,95,60,59,92
230,121,115,3,50,90
169,7,204,289,97,80
244,168,209,328,31,96
237,28,15,4,94,93
192,217,240,209,20,94
76,190,152,160,60,75
42,223,98,139,81,87
238,206,3,52,99,93
243,100,59,13,76,95
178,234,56,79,76,92
38,116,156,200,76,61
198,226,77,71,66,89
42,126,245,215,83,96
167,79,196,285,60,77
31,56,175,230,82,69
160,238,233,176,33,93
167,63,191,289,67,75
187,112,23,33,88,73
216,192,16,53,93,85
155,23,197,286,88,77
248,72,217,311,71,97
37,68,145,223,74,57
36,90,32,116,64,35
60,193,243,196,75,95
204,101,146,334,50,80
17,18,61,239,72,24
184,120,121,359,35,72
60,37,29,15,52,24
167,102,210,276,51,82
60,122,123,181,51,48
156,92,0,35,100,61
9,238,9,120,96,93
233,71,225,303,70,91
168,63,65,359,63,66
26,83,177,217,85,69
86,192,237,198,64,93
161,243,153,115,37,95
253,67,112,345,74,99
203,132,7,38,97,80
128,21,54,341,84,50
177,106,52,26,71,69
156,49,95,334,69,61
3,210,170,168,99,82
127,200,51,89,74,78
41,193,148,162,79,76
251,9,197,313,96,98
36,173,97,147,79,68
42,131,234,212,82,92
247,31,238,303,87,97
156,253,77,93,70,99
162,119,124,353,27,64
7,162,130,168,96,64
240,121,46,23,81,94
235,76,184,319,68,92
146,171,167,170,15,67
156,130,27,48,83,61
99,38,149,273,74,58
84,232,29,104,88,91
89,219,100,125,59,86
12,213,239,187,95,94
214,59,18,13,92,84
176,46,140,317,74,69
234,198,3,51,99,92
143,64,209,273,69,82
60,193,18,106,91,76
134,223,219,177,40,87
42,195,78,134,78,76
221,35,166,318,84,87
28,190,11,114,94,75
87,178,158,167,51,70
164,115,120,354,30,64
252,244,30,58,88,99
219,22,227,298,90,89
188,127,45,34,76,74
137,207,105,101,49,81
145,132,31,53,79,57
245,43,228,305,82,96
15,25,192,237,92,75
214,76,110,345,64,84
219,143,166,342,35,86
226,158,129,18,43,89
28,155,19,116,88,61
97,50,67,338,48,38
91,211,219,184,58,86
18,90,178,213,90,70
109,42,227,262,81,89
99,126,172,218,42,67
188,143,117,22,38,74
137,9,19,355,93,54
209,119,158,334,43,82
9,64,94,201,90,37
59,190,135,155,69,75
213,30,116,332,86,84
59,191,92,135,69,75
75,40,115,268,65,45
61,32,11,25,82,24
102,252,74,111,71,99
215,102,208,304,53,84
161,108,30,36,81,63
169,178,244,233,31,96
166,241,7,79,97,95
146,158,13,65,92,62
139,185,225,208,38,88
